iri,label,definition_original,definition_enriched
https://www.commoncoreontologies.org/ont00000470,Material Copy of a Academic Degree,"A Material Copy of a Certificate that is issued by an Educational Organization to a Person to indicate that the Person has satisfactorily completed a course of study, or as an honorary recognition of the Person's achievement.","Material Copy of a Academic Degree is a Material Copy of a Certificate that is issued by an Educational Organization to a Person to indicate that the Person has satisfactorily completed a course of study, or as an honorary recognition of the Person's achievement."
https://www.commoncoreontologies.org/ont00000014,Material Copy of a Aztec Code,A Material Copy of a Two-Dimensional Barcode that is used by the transportation industry to scan tickets.,Material Copy of a Aztec Code is a Material Copy of a Two-Dimensional Barcode that is used by the transportation industry to scan tickets.
https://www.commoncoreontologies.org/ont00001064,Material Copy of a Barcode,An Information Bearing Artifact that is designed to carry one or more geometric shapes that concretize some Directive Information Content Entity.,Material Copy of a Barcode is an Information Bearing Artifact that is designed to carry one or more geometric shapes that concretize some Directive Information Content Entity.
https://www.commoncoreontologies.org/ont00000064,Material Copy of a Book,"A Material Copy of a Document that is designed to carry some specific Information Content Entity by means of ink, paper, parchment, or other materials fastened together to hinge at one side.","Material Copy of a Book is a Material Copy of a Document that is designed to carry some specific Information Content Entity by means of ink, paper, parchment, or other materials fastened together to hinge at one side."
https://www.commoncoreontologies.org/ont00000189,Material Copy of a Certificate,"An Information Bearing Artifact that bears an Information Content Entity which attests to certain demonstrated characteristics of an Object, Person, or Organization.","Material Copy of a Certificate is an Information Bearing Artifact that bears an Information Content Entity which attests to certain demonstrated characteristics of an Object, Person, or Organization."
https://www.commoncoreontologies.org/ont00000743,Material Copy of a Chart,A Material Copy of an Image that is designed to carry some Representational Information Content Entity that is prescribed by some canonical visual format.,Material Copy of a Chart is a Material Copy of an Image that is designed to carry some Representational Information Content Entity that is prescribed by some canonical visual format.
https://www.commoncoreontologies.org/ont00000429,Material Copy of a Codabar Barcode,A Material Copy of a One-Dimensional Barcode that consists of numbers 0-9 and the characters -$:/.+ and is used by logistics and healthcare professionals.,Material Copy of a Codabar Barcode is a Material Copy of a One-Dimensional Barcode that consists of numbers 0-9 and the characters -$:/.+ and is used by logistics and healthcare professionals.
https://www.commoncoreontologies.org/ont00001264,Material Copy of a Code 128 Barcode,A Material Copy of a One-Dimensional Barcode that consists of up to 128 ASCII characters and is used primarily in supply chains.,Material Copy of a Code 128 Barcode is a Material Copy of a One-Dimensional Barcode that consists of up to 128 ASCII characters and is used primarily in supply chains.
https://www.commoncoreontologies.org/ont00001260,Material Copy of a Code 39 Barcode,"A Material Copy of a One-Dimensional Barcode that consists of 39 characters that are numbers 0-9, capital letters A-Z, or the symbols -.$/+% and space and is used primarily in automotive and defense industries.","Material Copy of a Code 39 Barcode is a Material Copy of a One-Dimensional Barcode that consists of 39 characters that are numbers 0-9, capital letters A-Z, or the symbols -.$/+% and space and is used primarily in automotive and defense industries."
https://www.commoncoreontologies.org/ont00000582,Material Copy of a Code 93 Barcode,"A Material Copy of a One-Dimensional Barcode that consists of up to 93 ASCII characters and is used in logistics to identify packages in retail inventory, lable electornic components, and provide supplementary delivery information.","Material Copy of a Code 93 Barcode is a Material Copy of a One-Dimensional Barcode that consists of up to 93 ASCII characters and is used in logistics to identify packages in retail inventory, lable electornic components, and provide supplementary delivery information."
